Sample	command
COPE-0494.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0494.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0494.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0494.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0494.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0494.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0494.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0494.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0494.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0494.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0495.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0495.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0495.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0495.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0495.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0495.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0495.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0495.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0495.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0495.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0496.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0496.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0496.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0496.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0496.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0496.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0496.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0496.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0496.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0496.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0497.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0497.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0497.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0497.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0497.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0497.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0497.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0497.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0497.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0497.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0498.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0498.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0498.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0498.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0498.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0498.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0498.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0498.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0498.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0498.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0499.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0499.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0499.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0499.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0499.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0499.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0499.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0499.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0499.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0499.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0500.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0500.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0500.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0500.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0500.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0500.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0500.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0500.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0500.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0500.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0501.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0501.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0501.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0501.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0501.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0501.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0501.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0501.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0501.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0501.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0502.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0502.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0502.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0502.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0502.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0502.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0502.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0502.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0502.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0502.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0503.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0503.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0503.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0503.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0503.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0503.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0503.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0503.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0503.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0503.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0504.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0504.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0504.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0504.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0504.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0504.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0504.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0504.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0504.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0504.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0505.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0505.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0505.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0505.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0505.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0505.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0505.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0505.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0505.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0505.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0506.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0506.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0506.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0506.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0506.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0506.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0506.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0506.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0506.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0506.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0507.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0507.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0507.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0507.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0507.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0507.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0507.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0507.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0507.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0507.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0508.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0508.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0508.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0508.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0508.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0508.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0508.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0508.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0508.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0508.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0509.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0509.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0509.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0509.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0509.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0509.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0509.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0509.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0509.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0509.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0510.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0510.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0510.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0510.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0510.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0510.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0510.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0510.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0510.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0510.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0511.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0511.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0511.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0511.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0511.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0511.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0511.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0511.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0511.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0511.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0512.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0512.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0512.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0512.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0512.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0512.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0512.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0512.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0512.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0512.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0513.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0513.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0513.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0513.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0513.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0513.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0513.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0513.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0513.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0513.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0514.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0514.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0514.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0514.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0514.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0514.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0514.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0514.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0514.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0514.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0515.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0515.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0515.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0515.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0515.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0515.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0515.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0515.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0515.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0515.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0516.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0516.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0516.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0516.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0516.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0516.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0516.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0516.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0516.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0516.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0517.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0517.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0517.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0517.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0517.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0517.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0517.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0517.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0517.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0517.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0518.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0518.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0518.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0518.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0518.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0518.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0518.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0518.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0518.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0518.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0519.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0519.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0519.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0519.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0519.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0519.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0519.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0519.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0519.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0519.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0520.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0520.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0520.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0520.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0520.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0520.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0520.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0520.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0520.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0520.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
